"NEW SINCE","PARTY","ENTRY BY","PARTY ADD","PARTY ADD2","CITY","CELL NO","EMAILID","CELLNO2","EMAILID2","GST NO","REMARKS",
"9/9/2025 10:50:36 AM","NAVEEN JEWELLERS","","SONA TOWER SHOP NO. 3 SARAFA BAZAR LASHKAR  GWALIOR - 474001(M.P.)","","GWALIOR","9425339144","NO@GMAIL.COM","","","DON""T KNOW","",
"9/8/2025 4:44:03 PM","DAGA GOLD","","2ND FLOOR, 969, MEHTA TOWER, Sri Dharmaraya Swamy Temple Main Road, SHERKHAN LANE, Nagartapete, Bengaluru, Bengaluru Urban, Karnataka, 560002
8150977639
29AAXFD2442G1Z4","","Karnataka,","8150977639","NO@EMAIL.COM","","","NO GST","",
"9/8/2025 4:03:53 PM","POOJA JEWELS","","SHOP NO.2, MHATRE NIWASS, PENKAR PADA, SHRUSHTI GALE VARTAK GALLI MIRA ROAD(EAST) THANE-104
9833152678","","MUMBAI","9833152678","NOE@MAIL.COM","","NOE@MAIL.COM","NO GST NO","",
"9/10/2025 2:32:10 PM","PUSHKAR MALI","","Gujri Market Mahadev Gali Beside Mahadev Mandir Kolhapur - 416002 (Maharashtra)","","MUMBAI","8530341026","NO@GMAIL.COM","","","DONT KNOW","",
"9/18/2025 12:46:37 PM","JVS JEWELLERS","","AHMEDABAD
+919574555504","","AHMEDABAD","+919574555504","NO@EMAIL.COM","","","GST","",
"9/13/2025 12:22:46 PM","SHAKUNTALA JEWELLERS","","CK. 16/3 NANDAN BHAWAN 1 ST FLOOR SUDIYA VARANASI 221001 (U.P.) INDIA","","VARANASI","6388798987","shakuntalajewvns@gmail.com","","","DONT KNOW","",
"9/13/2025 12:46:26 PM","AARVY CREATIONS","","AARVY CREATIONS

7742218372 / 8875218372","","INDIA","7742218372 / 8875218372","creationaarvy@gmail.com","","","08AFWPA7282H1ZZ","",
"9/18/2025 10:52:45 AM","JIYANA ORNAMENTS GOLD JEWELLERY MANNFACTURER","","306/16 FIRANGI MAHAL CHOWK LUCKNOW U. P - 226003","","LUCKNOW","917668948267","skjahangir3050@gmail.com","","","09APHPJ0963R1Z7","",
"9/17/2025 6:10:00 PM","RADHA KRISHNA JEWELLERS","","E-11,VRUNDAVAN COMPLEX, OPP. TARUNNAGAR PART-1,NR.SUBHASH CHOWK ,GURUKUL ROAD, MERNNAGAR,AHMEDABAD-380052
9904083419 / 9824052895","","AHMEDABAD","9904083419 / 9824052895","noemail@gmail.com","","","nogst","",
"9/17/2025 5:41:14 PM","HONEST GOLD","","GALA NO : 224, 2 ND FLOOR, VARDHAMAN INDUSTRIAL,NR.INDIAN OIL PETROL PUMP, S.V.ROAD, DAHISAR(E)400068
9820666268","","DAHISAR","9820666268","sagar.hirenv@gmail.com","","","nogst","",
"9/17/2025 4:15:29 PM","BHAKTI GOLD CREATIONS","","126, ADHYARU INDUSTRIAL ESTATE, SUNMILL 
COMPOUND, OPP. PHOENIX MILLS, LOWER PAREL(WEST),MUMBAI-400013
9922418161","","MUMBAI","9922418161","NO@EMAIL.COM","","","NO GST","",
"9/17/2025 2:35:57 PM","R P C BANGLES","","12/A ,HAR NARAYAN BLDG, BEHIND D G AYURVADIC J P ROAD, OPP RAM MANDIR, ANDHERI (WEST), MUMBAI -400057
7498372400","L","MUMBAI","7498372400","NO@EMAIL.COM","","","GST","",
"9/17/2025 2:13:39 PM","AJAY MANDALIYA","","SHREEJI KRUPA, 30,  KARANPURA, OPP. ,ASTHA HOSPITAL, KARANSINHJI, MAIN ROAD RAJKOT -360001","","RAJKOT","9824222040","ajaymandaliya@gmail.com","","","don""t know","",
"9/17/2025 12:43:32 PM","SREE GAJENDRA JEWEL CREATOR","","101/K1-5 KULANDHAI NAICKER THOTTAM BEHIND MASANIYAMMAN KOVIL TELUGUPALAYAM COIMBATORE - 641039","","COIMBATORE","9944277553","NO@GMAIL.COM","","","DONT KNOW","",
"9/17/2025 11:14:27 AM","MITVA JEWELS","","2ND FLOOR, 3RD FLOOR, PLOT NO B-374 , SURYA MILLS COMPOUND, VARACHHA ROAD, B/H RAJHANS POINT, VARCAHHA, SURAT-395006 
GSTIN:-24ACCFM9190P1ZK
MOB:- 9825998090",";","SURAT","9825998090","NO@EMAIL.COM","","","24ACCFM9190P1ZK","",
"9/16/2025 3:00:09 PM","P.V. JEWELLERS & SONS","","E-801 BEHIND GUPTA STORE AMRAPALI CIRCLE VAISHALI NAGAR JAIPUR - 302021 RAJASTHAN","","RAJASTHAN","9829034926/9887455804","p.v.jewellersnsons.sks@gmail.com","","","DONT KNOW","",
"9/16/2025 2:18:56 PM","KRISHANA JEWEL","","DON""T KNOW","","DON""T KNOW","9211611011","NO@GMAIL.COM","","","DON""T  KNOW","",
"9/16/2025 2:16:40 PM","GHANSHYAMMM","","DON""T KNOW","","DON""T KNOW","9891163390","NO@GMAIL.COM","","","DON'T KNOW","",
"9/16/2025 2:13:50 PM","TUSHAR","","DON""T KNOW","","DON""T KNOW","7983375296","NO@GMAIL.COM","","","DON""T KNOW","",
"9/13/2025 12:32:16 PM","R K JEWELLERS","","RAHUNATHPURI, BADA TAKHTA, TONK 
9829552515 / 8209716255","","TONK","9829552515 / 8209716255","NO@GMAIL.COM","","","GST","",
"9/15/2025 6:10:32 PM","BALAKRISHNA ORNAMENTS","","SHIV OM DHARA, GUNDAVADI STREET NO. 18,  RAJKOT (GUJARAT)","","RAJKOT","9898569108","NO@GMAIL.COM","","","DON""T KNOW","",
"9/14/2025 4:00:50 PM","DIVISH AURUM PVT LTD","","C 62, RETREAT COMPLEX, 20 IP EXTENSION NEW DELHI 110 092

P: 9810120799
E: PD@DIVIJA.IN","","NEW DELHI","9810120799","PD@DIVIJA.IN","","","GST","",
"9/14/2025 12:33:38 PM","M J JEWELES","","M J JEWELES
7611033044 / 8829859315","","INDIA","7611033044 / 8829859315","NO@GMAIL.COM","","","GST","",
"9/14/2025 11:44:54 AM","BHARAT SONI LAXMI JEWELS","","BHARAT SONI LAXMI JEWELS

9636840033","","INDIA","9636840033","NO@GMAIL.COM","","","GST","",
"9/14/2025 10:52:02 AM","TULSI DIE & TOOLS","","TULSI DIE & TOOLS
9256744712","","INDIA","9256744712","NO@GMAIL.COM","","","GST","",
"9/14/2025 10:29:43 AM","BISHWAJIT - Delhi","","Delhi
7838079531","","Delhi","7838079531","NO@GMAIL.COM","","","GST","",
"9/13/2025 5:49:22 PM","AJS JEWELS","","2458/9-10, 2ND FLOOR, BEADONPURA, KAROL BAGH, NEW DELHI-110005","","NEW DELHI","9899003678","ajsjewls2011@gmail.com","","","07AATFA4478R1ZE","",
"9/13/2025 4:33:45 PM","Nakoda Jewels","","4TH FLOOR, 421, BHARAT INDUSTRIAL ESTATE, T.J.ROAD. GREATER MUMBAI- 400015
P: 9136872199
GSTIN: 27AGKPR4546G2Z0","","MUMBAI","9662257111 / 9136872199","no@gmail.com","","","27AGKPR4546G2Z0","",
"9/13/2025 4:14:35 PM","ROYAL KING JEWELLERS","","D-8/6, KHASRA NO 307, MAIN 33 FT ROAD
DAYALPUR, DELHI - 110094

P: 9872914218 / 9599269415
E: royalkiingjewellers@gmail.com
W: royalkingjewellers.com","","DELHI","9872914218 / 9599269415","royalkiingjewellers@gmail.com","","","GST","",
"9/13/2025 2:42:06 PM","MSK JEWELS LLP","","16/80 CIVIL LINES KANPUR - 208001

P: 8081014849
E: info@mlsk.co.in","","KANPUR","8081014849","info@mlsk.co.in","","","GST","",
"9/13/2025 1:21:45 PM","BHAVYA GOLD PLAZA","","2529-2531, STREET NO 7, SHOP NO 1, LOWER GROUND FLOOR, BEADON PURA, GURUDWARA ROAD, KAROL BAGH, NEW DELHI - 110005
P- 8860408671 / 9654645684
E: chahatijewels@gmail.com","","NEW DELHI","8860408671 / 9654645684","chahatijewels@gmail.com","","","GST","",
"9/13/2025 12:49:35 PM","ELA 18 DISIGNER JOOLRY","","2nd FLOOR ,OFFICE NO. 254, A-1SHAH AND NAHAR, INDUSTRIAL ESTATE, A1 SITARAM  JADHAV MARG, LOWER PAREL, WEST MUMBAI MAHARASHTRA-400013","","MUMBAI","9867900336","Ela18designerjoolryy@gmail.com","","","DON""T KNOW","",
"9/13/2025 12:49:53 PM","NAGUDA SEWRI","","NAGUDA SEWRI","","SEWRI","9662257111","NO@GMAIL.COM","","","DONT KNOW","",
"9/15/2025 10:22:06 AM","DALBIR SONS JEWELLERS","","DALBIR SONS JEWELLERS
43/1 NAJAFGARH ROAD, NAGLOI, NEW DELHI - 110041
P: 9990720000
E: vh.verma@gmail.com","","NEW DELHI","9990720000","vh.verma@gmail.com","","","GST","",
"10/10/2025 5:10:05 PM","MAMTA TRADERS","","65/91 NAGLA KHARIYA KAMAL KHAN JAGNER ROAD AGRA U.P. 282001","","AGRA","7500660665/7520188083","mamtaxtraders@gmail.com","","","DONT KNOW","",
"9/26/2025 3:14:24 PM","P.M.JEWELLERS","","SHOP NO 1 BHANUSHALI MAHAJAN WADI NANAVAS MOTHALA KUTCH","","GUJARAT","9979798450","PMJEWELLERS.MTL@GMAIL.COM","8509989999","","GST","",
"9/26/2025 4:16:26 PM","CHARANJIT LAL JEWELLERS","","2474/10,  BEADON PURA,  KAROL BAGH, NEW DELHI 5      9313829302","","NEW DELHI","9313829302","cljewellers@yahoo.com","9871487614  /   01141545371","","GST","",
"10/9/2025 10:10:40 AM","R.G.SONS","DIPESH","PARSHIVAL PARA, BACK OF  NAGRIK BANK MAHUWA BHAWNAGAR GUJARAT-364920","","BHAWNAGAR GUJARAT","8000697986","SURESH@GMAIL.COM","","","N/A","",
"10/8/2025 6:32:39 PM","MATRUKRUPA SILVER","","MATRUKRUPA MEERA PARK MORBI MAIN ROAD RAJKOT - 3","","RAJKOT","9909602253","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 6:20:11 PM","SHREESHA JEWELS","","MOB :- 918200005224","","DONT KNOW","918200005224","shreeshajewels@gmail.com","","","DONT KNOW","",
"10/8/2025 6:06:32 PM","HARIHAR ORNAMENTS","","1681 SUTARIYA POLE OPP GATRAL POLE MANDVIS POLE MANECHOWK AHMEDABAD - 380001","","AHMEDABAD","9824057701/9978781916","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 5:42:04 PM","LAKSHMI JEWELLERS","","NEXT TO NEW S.B.I. BANK SUKHNATH MAHADEV MANDIR ROAD LALPUR","","LALPUR","8460612361","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 5:22:05 PM","MAHALAXMI JEWELLERS","","VILLAGE DHAYLA ( CHHAPAR ) NATHDWARA DIST RAJSAMAND","","RAJSAMAND","9829134399","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 5:07:07 PM","KARUNA JEWELS","","3 RD FLOOR KUSH AVENUE SURDAS SHETH MANDVI NI POL MANECHOWK AHMEDABAD - 380001","","AHMEDABAD","9320418008","karunjewelsltd@gmail.com","","","DONT KNOW","",
"10/8/2025 4:57:15 PM","SHREEJI JEWELLERS","","END OF GUNDAWADI MAIN ROAD, RAJKOT-360002
MOBILE- 9824843314","","RAJKOT","9824843314","JAYDEEPPRADHANPURA@GMAIL.COM","9904200916","","GST","",
"10/8/2025 4:53:33 PM","RP JEWELLERS","","SHOP NO 50 BALAJI COMPLEX GAUMATA CIRCLE SANCHOR RAJASTHAN","","RAJASHTAN","9413776045","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 3:56:33 PM","VRUNDAVAN ART","","SONI BAZAR OLD GADHIWAD RAJKOT","","RAJKOT","9428226863/9574412731","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 2:48:40 PM","BANSI JEWELLERS PRIVATE LIMITED","DIPESH","HEERA PALACE 25/43, PRAHLAD PLOT OPP.HAVELI, RAJKOT GUJARAT- 360001
MOBILE- 9825125916","","RAJKOT","9825125916","INFO@BANSIJEWELLERS.IN","","","n/a","",
"10/8/2025 2:29:26 PM","RACHNA JEWELS GOLD DIAMOND JEWELLERY","","A-706 SNS ATRIA VESU SURAT GUJARAT 395007","","GUJARAT","9987219700","rachnaexportsindia@gmail.com","","","DONT KNOW","",
"10/9/2025 10:27:19 AM","SHREEJI JEWELLERS","","M-11, SIDDHI VINAYAK COMPLEX 35,BADA SARAFA,INDORE M.P.
MOBILE- 9926044466
                9826054441","","INDORE","9926044466","MAHESH@GMAIL.COM","9826054441","","GST","",
"10/8/2025 2:14:04 PM","DARSHANA MOMI","","MOB :- 9978793795","","DONT KNOW","9978793795","NO@GMAIL.COM","","","DONT KNOW","",
"10/8/2025 12:25:10 PM","NANDLAL BROTHERS","","18, BHAVYA DARSHAN, R.NO 31, 6TH FLOOR, 2ND PHOPHAL WADI, BHULESHWAR, MUMBAI - 02
P: 9967046772
E: mpahuja63@gmail.com","","MUMBAI","9967046772","mpahuja63@gmail.com","","","GST","",
"10/7/2025 6:41:40 PM","RAM JEWELS","","","","SURAT","+91 80588 00559","NO@EMAIL.COM","","","GST","",
"10/7/2025 6:25:09 PM","LUVASA JEWELLS","","MATHURA - Uttar Pradesh
84394 39894","","MATHURA","84394 39894","NO@GMAIL.COM","","","GST","",
"10/7/2025 5:24:00 PM","SHRIJI JEWELLERS","","OPPOSITE BUS DEPOT DEDIAPADA DISTRICT NARMADA","","NARMADA","9537490501","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 4:57:33 PM","DIPESH","","MOB :- 9509490999","","DONT KNOW","9509490999","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 4:51:24 PM","GEETA JEWELLERS","","TRIPOLIYA BAZAR, PHALODI JAIPUR- 342301","","JAIPUR","9414418318","SURESHKUMAR@GMAIL.COM","9413618318","","GST","",
"10/7/2025 4:46:53 PM","ANKIT BHAI","","MOB :- 9898244551","","DONT KNOW","9898244551","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 3:49:42 PM","PADMAVATI JEWELS","","204 SAMOR HOUSE 2 ND FLOOR OPP GUSHA PAREKH POLE M.G. HAVELI ROAD MANEKCHOWK AHMEDABAD - 01","","AHMEDABAD","9169169762/9169169761","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 3:14:33 PM","KASHISH JEWELLERS","","7146, IIND FLOOR, AIRPORT ROAD,
MISSISSAUGA ON L4T2HI
P:9354376322
E: kashishjewellersinc@gmail.com","","CANADA","9354376322","kashishjewellersinc@gmail.com","","","GST","",
"10/7/2025 2:46:25 PM","SHUBHAM ORNAMENTS","","16 SAHYOG SOCIETY SUMUL DAIRY ROAD SURAT","","SURAT","9106933499/9726838889","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 2:44:49 PM","HOUSE OF DEVAM","","II2I, HUBTOWN SOLARIS, N.S.PHADKE ROAD, ANDHERI (E), MUMBAI 400069
P: 8169348545
E: parag@houseofdevam.com","","MUMBAI","8169348545","parag@houseofdevam.com","","","GST","",
"10/7/2025 2:30:46 PM","VNEXPORTS","","VNEXPORTS
9825925960","","INDIA","9825925960","NO@GMAIL.COM","","","GST","",
"10/8/2025 12:26:15 PM","P.MANGATRAM JEWELLERS PRIVATE LIMITED","","5-8-322/4,5&7,CM ARCADE,BESIDE MEDWIN HOSPITAL, UMA BAGH, NAMPALLY , HYDERABAD ;500001,TELANGANA
MOBILE- 9963381210","","HYDERABAD","9963381210","TROUVE@PMANGATRAM.COM","","","GST","",
"10/7/2025 2:21:38 PM","RUPAL BAGRECHA GOLD LLP","","SHOP NO. 11,FIRST FLOOR, KIRTI MALL,M.G. ROAD, JALGAON- 425001
MOB-8657724249","","JALGAON","8657724249","RUPALBAGRECHAGOLD@GMAIL.COM","","","GST","",
"10/9/2025 10:41:03 AM","GURU ALANKAR GOLD","","GOLD SOUK, OFFICE NO. 221 HATHI KHANA MAIN ROAD, OPP. SILVER MARKET B/H, SHILPA JEWELLERS, RAJKOT GUJARAT
MOBILE-9099534669
               8849067463","","RAJKOT","9099534669","ALANKARGOLD2020@GMAIL.COM","8849067463","","GST","",
"10/9/2025 11:06:25 AM","RAJSHREE JEWELLERS","","5-9-806 GUNFOUNDARY ABIDS HYDERABAD-500001 (T.S.) INDIA","","HYDERABAD","9959649444/9000006503","rajshreejewellers@ymail.com","","","DONT KNOW","",
"10/10/2025 4:46:21 PM","EVA STAR DIAMONDS","TAMANNA","71/17B/B VAZHAPPILLY HOUSE 
KAIPARAMBA  , THISSUR , KERALA - 680546","CARBON DIAMONDS PVT LTD
LEVEL 4 RELIABLE ARCADE AMALA NAGAR THRISSUR KERALA 680555 INDIA","KERALA","9645754931","NO@GMAIL.COM","","","32AAMFE5183C1ZN","",
"10/10/2025 4:26:31 PM","SANIYA JEWELLERS","","A-5, 10905, 1ST FLOOR, GALI NO.2, SAT NAGAR,
KAROL BAGH, NEW DELHI-05.
8929785058/9953840197
S.KABDULHALIM@YAHOO.COM","","NEW DELHI","8929785058","S.KABDULHALIM@YAHOO.COM","9953840197","","NA","",
"10/10/2025 4:24:55 PM","PAWAN KUMAR","","MOB :- 9589004214","","DONT KNOW","9589004214","NO@GMAIL.COM","","","DONT KNOW","",
"10/10/2025 4:09:12 PM","R.P. BANGLES","","3117/34 1 ST FLOOR BEADON PURA KAROL BAGH NEW DELHI - 110005","","NEW DELHI","9899600144/9810543165","NO@GMAIL.COM","","","DONT KNOW","",
"10/10/2025 3:57:24 PM","DMAX","TAMANNA","Laaman Ind Park.
Gala no . 14
Plot No. C-9, Road No.12, MIDC, Wagle Industrial Area,
 Thane West, Thane, Maharashtra 400604 
MOBILE-9323010029","","MUMBAI","93230 10029","DMAX@GMAIL","","","GST","",
"10/10/2025 3:57:50 PM","PRAHLAD AND SONS JEWELLERS","","DELHI ROAD, MAIN MARKET, 
NAUGAVA (AALWAR), RAJ.
9999500874/8955440000","NA","NAUGAVA (AALWAR)","9999500874","NO@EMAIL.COM","8955440000","","NA","",
"10/10/2025 3:48:20 PM","MURARILAL AND SONS","","RUDRAKSH JEWELLERS 1 ST FLOOR SADAR BAZAR NEAR GUD BAZAR REVADI (HARI)","","REVADI","9812011440/9992024661","NO@GMAIL.COM","","","DONT KNOW","",
"10/10/2025 3:14:47 PM","AL AMIN JEWELLERS","","SHOP NO 5122, GHANTEWALA MASJID,
SADAR NALA ROAD, QURESH NAGAR, 
SADAR BAZAR, DELHI 110006
9871808366/9953971906","NA","DELHI","9871808366","NO@EMAIL.COM","9953971906","","NA","NA",
"10/10/2025 2:40:01 PM","DK BANGLES","","DERASAR CHOWK MORBIS UTARO STREET NO.2 SURENDRA NAGAR - 363001 GUJARAT","","GUJARAT","9377224508","dkbangles1940@gmail.com","","","24AAWPR4367D1ZA","",
"10/10/2025 2:17:58 PM","GIE GOLD CREATIONS","","BL TOWER-1, S-11, NEXT TO JAIPUR HOSPITAL
MAHAVEER NAGAR, TONK ROAD, JAIPUR - 302018
P: 8696016111
E: pd@jewelsofjaipur.com","","JAIPUR","8696016111","pd@jewelsofjaipur.com","","","GST","",
"10/10/2025 12:28:24 PM","NISTHA JEWELLERS","","2824/18/19, 2ND FLOOR BEADON PURA KAROL BAGH
NEW DELHI 110005
9899798731
7290971191
SRIKANTAKUNTI9988@GMAIL.COM","NA","NEW DELHI","9899798731","SRIKANTAKUNTI9988@GMAIL.COM","7290971191","","NA","NA",
"10/10/2025 11:35:41 AM","VERAJ JEWELLERS","","16,ZAVERI CHAMBER, VALJI AMICHAND STREET, SONI BAZER, RAJKOT GUJARAT
MOBILE- 7016311567
GSTIN- 24AAMPL3866B1ZS","","RAJKOT","7016311567","RAVI@GMAIL.COM","9913935552","","24AAMPL3866B1ZS","",
"10/9/2025 10:53:57 AM","J.C.SONI & SONS JEWELLERS","","12/1, J.B. CHAMBER SHRINAGAR ROAD NO.1 IDAR GUJARAT - 383430
MOBILE-9173784960
               9898874757","","IDAR  GUJARAT","9173784960","JAGDISH@GMAIL.COM","","","GST","",
"10/9/2025 6:38:23 PM","KRISHNA GOLD SMITHS","","21-1-349, HIGHCOURT 5TH LAN OPPO., GHANSI BAZZAR, HYDERABAD, TELANGANA - 500002
P: 9290817636 / 9502031363 / 8977745012
E: krishnagoldsmiths@gmail.com","","HYDERABAD","9290817636 / 9502031363 / 8977745012","krishnagoldsmiths@gmail.com","","","GST","",
"10/9/2025 6:20:34 PM","SHREE KRISHNA JEWELERS","","MAIN BAZAAR KOTDA (J.) TA. NAKHATRANA","","NAKHATRANA","9898012529","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 5:27:13 PM","DEVI GOLD PALACE","","101/1 KRISHNAKUNJ PARK GANESH CHOWK VASTRAL AHMEDABAD - 382418","","AHMEDABAD","7989881123","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 4:53:53 PM","SONI","","MOB :- 9610521417","","DONT KNOW","9610521417","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 3:31:18 PM","NAVKAR GOLD MANUFACTURERS","","1ST FLOOR SAUMYA HOUSE RUPA SURCHAND NI POLE M.G. HAVELI ROAD MANEK CHOWK AHMEDABAD - 380001","","AHMEDABAD","9825027121","navkar.goldmfg@gmail.com","","","DONT KNOW","",
"10/9/2025 3:16:00 PM","MANGALMURTI ORNAMENT","","261/1 GUSAPAREKH POLE MADAN GOPAL HAVELI ROAD OPP JAIN DERASAR MANEK CHOWK AHMEDABAD - 380001 GUJARAT INDIA","","GUJARAT","8141820907","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 12:59:05 PM","SAURABH AARICUTTING","","161/1 GOLD COIN MARKET NEXT TO PARIN ORNAMENT OPPOSITE DAHI NI KHADI M.G. HAVELI ROAD MANEKCHOWK AHMEDABAD","","AHMEDABAD","9824680099/9137951051","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 12:33:31 PM","SHREE JEWELS","","GALA NO 17-18 2 ND FLOOR GURU KRUPA DIAMOND PREMISES CHS PANDIT SOLICITOR ROAD MALAD ( EAST ) MUMBAI - 400097","","MUMBAI","9819947244","shreejewels19@gmail.com","","","DONT KNOW","",
"10/9/2025 12:13:56 PM","NEET JEWELS","","GALA NO 32, NANDGHANSHYAM IND. ESTATE,
MAHAKALI CAVES ROAD, ANDHERI (E), MUMBAI - 400093
TEL: 022-4924 2498
E: neetjewels2019@gmail.com","","MUMBAI","022-4924 2498","neetjewels2019@gmail.com","","","GST","",
"10/9/2025 12:07:18 PM","VINEET DESAI","","PLOT NO.1057, ROAD NO. 86, SACHIN GIDC, SURAT, 394230
MOBILE- 9687379086","","SURAT","9687379086","GOPAAYDAIM@GMAIL.COM","","","GST","",
"10/9/2025 12:02:16 PM","SAMRUDDHA JEWELLERS","","NEW ENGRAVING COLLAGE SONI BAZAR MANDVI CHOWK KHATRIWAD MAIN ROAD RAJKOT GUJARAT","","GUJARAT","9428894858","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 11:44:24 AM","SRI MANOHAR JEWELLERY","","159,SWAMY LYER NEW STREET, COIMBATORE- 641001
MOBILE- 9894639375","","COIMBATORE","9894639375","SRIMANOHARJEWELLS@GMAIL.COM","","","GST","",
"10/9/2025 11:36:00 AM","SHIDDHE SURAT","","SURAT MOB :- 9869246574","","SURAT","9869246574","NO@GMAIL.COM","","","DONT KNOW","",
"10/9/2025 6:34:17 PM","SHREE SHIDDHIVINAYAK LASER SOLDER AND RHODIUM","","ANIL MAGANLAL WORK SHOP GHEE WADI SHERI NEAR KHAVDA MESUKH GHAR KANSARA BAZAR BHUJ - 370001","","BHUJ","7567437618","NO@GMAIL.COM","","","DONT KNOW","",
"9/26/2025 3:47:04 PM","POOJA JEWELLERS","","SHOP NO : 2, PATIL CHAWL ,SHRUSTI GATE, PENKAR PADA, MIRA ROAD, (EAST)
9833152678","","MUMBAI","9833152678","noemail@gmail.com","","","nogst","",
"10/7/2025 2:20:35 PM","AASHA PURI JEWELS","","MOB :- 7359692701","","DONT KNOW","7359692701","NO@GMAIL.COM","","","DONT KNOW","",
"10/7/2025 12:47:25 PM","J.D. ORNAMENTS","","BRAHMANI KRUPA LAKHESHWAR SOCIETY ST NO 5 PEDAK ROAD STREET OF ANKUR PAN RAJKOT - 3 (Gujrat)","","GUJRAT","9601292711/9722243712","NO@GMAIL.COM","","","DONT KNOW","",
"10/1/2025 2:24:56 PM","DURGA JEWELLERS","","1ST,(B) ROAD SARDARPURA JODHPUR 9413077224   9414490745","","RAJASTHAN","9413077224","SANJU@GMAIL.COM","","","GST","",
"10/1/2025 2:13:26 PM","MANOJ KUMAR VERMA","","07,KUNCHA NEEL, SARRAFA BAZAR,  MEERUT CITY,U.P-250002
9760200666 / 9412204762","","UTTAR PRADESH","9760200666 / 9412204762","noemaill@gmail.com","","","nogst","",
"10/1/2025 2:08:05 PM","VIRANSH GOLD PVT LTD","","9429969335","","9429969335","9429969335","noemail@gmail.com","","","nogst","",
"10/1/2025 12:51:25 PM","SHIVGANGA ARTISANS LLP","","SHOP NO  2, SARASWATI AVENUE, PRAHALAD PLOT,CITY SURVEY WARD 4, SURVEY NO 480,PRAHALD PLOT, RAJKOT-360001
8460666786/6355596452","","RAJKOT","8460666786/6355596452","noemail@gmail.com","","","24AFEFS2365B1ZC","",
"10/1/2025 12:08:17 PM","DHANUSH JEWEL","","SURAT","","SURAT","9909191229","DHANUSH@GMAIL.COM","","","GST","",
"10/1/2025 11:15:01 AM","THE ROYAL JEWELLERS","","VARDHMAN HOSPITAL RD, SONI BAZAAR, GHODA CHOWK, JODHPUR, RAJASTHAN 8875321278","","RAJASTHAN","8875321278","AKSHAYSONI@GMAIL.COM","","","GST","",
"10/1/2025 11:07:26 AM","RUDRA SILVER","","BHAGYA LAKSHMI INDUSTRIAL, STREET NO 3, NEAR THORADA POLICE CHOKI BHAVNAGAR ROAD, RAJKOT - 360003 - GUJARAT
P: 9033693204","","RAJKOT","9033693204","NO@GMAIL.COM","","","GST","",
"10/1/2025 10:42:38 AM","R.G.CASTING","","SHOP NO.9 ASHIRWAD SWARN MARKET FIRST FLOOR, NUNHAI, SARAFA, JABALPUR 9407000181  9827552526","","JABALPUR","9171992526","RGCASTINGJBP22@GMAIL.COM","9827552526","","GOPALSONI@GMAIL.COM","",
"10/1/2025 10:16:53 AM","M.N.ADESARA","","SHOP NO. 301 GOLD SOUK HATHIKHANA MAIN ROAD B/H SHILPA LIFESTYLE,RAJKOT- 360001 MOB 9574464732    9824225732","","GUJARAT","9824225732","MEETBHAI@GMAIL.COM","9574464732","","GST","",
"9/30/2025 5:59:37 PM","SHUBHAM JEWELZ","","UNIT NO 50, THE SIDDHPURA INDUSTRIAL
ESTATE, GAIWADI OFF SV ROAD, GOREGOAN
WEST, MUMBAI, MAHARASHTRA-400104
9819890149/9930700528","","MUMBAI","9819890149/9930700528","NO@EMAIL.COM","","","NO GST","",
"9/30/2025 2:46:50 PM","KASHISH JEWELLERS INC","","7146 2ND FLOOR AIRPORT ROAD MISSISSAUGA ON L4T2HI MOB. 9416029698 , 9057827744","","GOOGLE OUT OF COUNTRY","9416029698","KASHISHJEWELLERSINC@GMAIL.COM","9057827744","","GST","",
"9/30/2025 2:19:38 PM","ARYAN HEERAWALA","","2542/6 BEADONPURA,  AJMAL KHAN RAOD, KAROL BAGH, NEW DELHI - 110005
P: 8377946300
E: aryangupta10302@gmail.com","","NEW DELHI","8377946300","aryangupta10302@gmail.com","","","GST","",
"10/1/2025 2:39:10 PM","H.S. JEWELLERY CASTING","","GROUND FLOOR, TAPOVAN ESTATE NO.10 OPP. GITANJALI CINEMA, VARACHHA SURAT- 395006     MOB- 9339504231  9375282962","","SURAT","9339504231","RAJUBHAI5739@GMAIL.COM","9375282962","","GST","",
